"id","query","product_title","product_description","median_relevance","relevance_variance"
22212,"videogam ps4","ps4 grand theft auto v last us 500gb consol valu","entir new level entertain await playstat number black friday featur dualshock number wireless wire grand theft auto v game disc last us remast download voucher experi thrill virtual world arrest plus host stream media wait fingertip team friend execut mission domin brutal competit connect gamer around world psn playstat plus there never dull moment your arm entertain powerhous get readi dive two thrill adventur right gate playstat number bundl rockstar game critic acclaim open world come new generat explor stun world los santo blain counti ultim grand theft auto v featur rang technic upgrad enhanc new return player enter live three differ franklin risk everyth seri dare danger heist set life grand theft auto v also come grand theft auto dynam everevolv grand theft auto univers onlin play now number player playstat number prepar journey across decim america last us remast winner number game year last us plung brutal dead pandem ravag landscap unit state number year survivor will whatev hire smuggl number yearold heavili fortifi militari quarantin zone start simpl quick turn fight surviv brutal trek across countri care blend element surviv last us defin genr place heart adventur rebuilt har power playstat last us remast featur full 1080p highdefinit higherresolut charact improv shadow light numer gameplay enhanc truli showcas cruelti stun environ remast contain dlc includ two multiplay map pack critic acclaim last us left behind singleplay campaign everi minut everi hour everi day struggl outliv next person encount mental physic strength make",3,0.471
22215,"levi number","levi number boy numbernumb regular denim jean","levi boy number straight fit jean featur slim fit seat thigh sit low waist made cotton conveni machin levi boy number straight fit practic attract",4,0
22216,"skeleton poster","lean skeleton print frame poster print"," item illustr andrea vesalius year number theme anatomi vertic portrait orient art type fine art frame wall gicle print canva countri origin belgium isbn numbernumbernumbernumb canvas ship readi hang wood stretcher heavi except unstretch canva return mail due feder item return mail see return polici inform specif ship weight number number assembl countri origin usa import origin compon usa import",4,0.471
22221,"outdoor cover","outdoor greatroom compani lp tank cover granit top","dont just hide plain old propan tank can conceal stylish side like outdoor greatroom lp tank cover side granit top side perfect complement outdoor greatroom gas number granit chat fire match english granit surfac door front cover aluminum open compart larg enough number lb sturdi product keep patio decor clean tast measur number diamet x 22h inch weigh number lbs total outdoor greatroom compani number patent outdoor greatroom compani one innov name gas fireplac outdoor period want chang way think backyard patio bring luxuri comfort live room outsid make outdoor room make beauti concept outdoor greatroom sell pergo outdoor outdoor fire heat product there better name outdoor leisur fine minnesotan compani durabl attract lp tile stone construct high durabl aluminum frame make hide propan tank easi featur easi open door dimens number diamet x 22h inch",2,0.632
22222,"blue mini fridg","mind reader mini black","cube bring new mean perfect even home littl refriger perfect size small contain milk item want keep cold close hand",3,0.471
22223,"wreck ralph","wreck ralph preown"," stori extens blockbust film name walt disney anim wreck ralph video game set inspir whole new generat young gamer arcadestyl side scroller featur ralph misunderstood villain arcad game set prove can hero new armi cybug threaten mr litwak arcad ralph prove there bad guy reput suggest team misunderstood ralph perpetu felix set gamehop journey restor peac destroy evil insect race threaten home one fli swappabl charact use wreck ralph brawn destroy obstacl fixfelix magic hammer repair uniqu environ ventur excit world base featur sugar rush hero everi world uniqu equal actionpack brag right find accumul collect like hero medal easter egg can display trophi collect fun never end beat play discov challeng level new set esrb rate everyon mild cartoon violenc",4,0
22227,"shaver panason","panason arc4 men shaver replac foil blade number wes9025pc","panason panason wes9025pc replac foil blade panason shaver panason men shaver model esla63 esla83 esla92 esla93k",3,0.471
22228,"hello kitti","hello kitti mous","well first im kitti actual got mother still use mice littl rubber lol neat thing mous power switch batteri doesnt run usb plug realli small can put laptop worri get bump either",3,0.471
22235,"yoga pant","women yoga pant classic l","",4,0
22244,"boyfriend jean","citizen human emerson slim boyfriend jean glastonburi","fray spot shred hole accentu wellworn look fade citizen human slim boyfriend jean numberpocket style button fli",4,0
22249,"extrem goofi movi","frozen","",2,0.894
22256,"macbook case number case","insten red tribal rubber coat laptop case cover appl macbook pro numberinch"," basacc red tribal rubber coat case macbook pro numberinch keep macbook pro safe protect style accessori case",4,0.471
22257,"coffe grinder","coffe grinder","",4,0
22259,"bridal shower decor","corrug cake box number 25x10 ","wiltoncorrug cake box whether even box perfect way showcas packag contain two inch cake box lid import",1,1.414
22262,"neck pillow","bell hop comfort neck pillow pink bell hop travel comfort health"," ultim letgo can take sink head neck soft support wherev happen featur conveni carri strap attach luggag handl",4,0
22265,"thoma train","lot number thoma train trackmast train","",4,0.471
22266,"teenag mutant ninja turtl","teenag mutant ninja turtl leonardo action bubbl blower","creat stream endless bubbl teenag mutant ninja turtl endless bubbl blower includ number fluid ounc bubbl warn choke hazard small part",4,0.471
22267,"samsung galaxi phone case","agent18 samsung lace cell phone case samsung galaxi siv multicolor","keep samsung galaxi look better new agent number samsung lace cell phone case shockabsorb case rais front rim durabl hard plastic cover give smartphon improv grip stylish seduct lace design make everi call text sexi",4,0
22269,"donut shopp k cup","green mountain coffe roaster donut hous collect decaf 12pc ","start morn right green mountain donut hous coffe roaster collect decaf kcup donut hous kcup coffe pack number contain number numberoz portion pack use keurig brew system kcup contain smooth roast decaf full bold flavor get go morn green mountain donut hous coffe roaster collect decaf kcup also kosher decaf coffe can use substitut regular coffe tri cut caffein intak cant live without coffe",2,0.471
22271,"seiko monster","seiko srp637 prospex shroud monster automat diver black dial watch use","",3,0.894
22272,"robe","navi blue women signatur plush bathrob","wrap signatur plush spa robe featur decad shawl collar generous size doubl pocket adjust waist luxuri robe will keep nice cozi whenev feel like loung",4,0.943
22275,"storag drawer","monarch specialti cappuccino slide desk storag cappuccino number","sleek contemporari workstat offer compact work space ideal small home clean line bold dark desk will blend easili home decor top surfac extend caster base easi creat knee hole space comfort seat desk storag space reveal keep desk suppli medium storag drawer conveni later file drawer add desk home function ampl storag excel function sophist style come togeth featur color cappuccino weight number lbs dimens x number x",4,1.414
22284,"number ounc mason jar","gibson home picnic jar 24oz mason jar lid assort 4pk","numberpiec mason jar set bright lid vintageinspir swirl straw come four assort color perfect clean easi outdoor fun stylish indoor gibson home picnic jar set evok sens lightheart eas simplic",2,0.471
22285,"bridal shower decor","sweet shape candi peg bag 12oz","sweetworkssweet shape candi peg bag shimmer candi coat tart shape great edibl decor bridal babi shower holiday can serv candi dessert buffet use part centerpiec design packag contain one 12oz bag sweet shape candi shimmer come wide varieti shape color sold separ may contain soy milk made factori process nut gluten free import",1,0
22287,"flower bulb","environment seed number oz shade wildflow seed mixtur","",2,0.632
22288,"ps2 control usb","startech usb kvm consol extend number ft kvm extend","use standard utp network kvm extend allow control server mani comput connect kvm number feet away offic monitor locat",2,0
22291,"memori foam mattress topper","bodiped numberinch memori foam mattress topper cover set","design support comfort night mattress topper bodiped construct numberinch highdens memori foam topper will assist rejuven tire muscl eas back pain arriv remov cotton blend elastic cover",3,0.471
22293,"singl serv coffe maker","hamilton beach number singl serv scoop coffe maker","",4,0.471
22297,"flower bulb","hummingbird butterfli shaker bag number","",1,0
22302,"leather men briefcas","men wallet alpin swiss genuin soft lambskin leather remov number id card case black one size","measur number x number x number genuin lambskin leather soft touch number id window remov card id case number card slot number addit overs slot card receipt full size bill section qualiti workmanship number stitch per inch msrp number",1,0.471
22305,"cargo short","docker ripstop cargo short","get warmweath must docker cargo short cotton machin washabl import docker men cargo short ripstop cargo short button zipper hand pocket slit back pocket button closur",4,0
22307,"memori foam mattress topper","select luxuri numberinch memori foam numberzon mattress topper","select luxuri numberinch memori foam mattress topper featur opencel memori foam design mattress topper creat support seven zone provid ultim total comfort",4,0
22308,"high chair","inglesina gusto high chair light blue","gusto new inglesina highchair design make life easier mom dad meal time extrem easi open just numberposit height reclin seat adjust footrest",4,0
22309,"lc lauren conrad dress","sweet littl lie","jane robert averag girl next door best scarlett land hit realiti candi life camera get complic raci photo jane leak becom center tabloid scandal turn costar madison parker madison realli jane scarlett got scandal shes fallen guy whos strict mean scarlett big secret keep noth stay secret long hollywood televis star lauren conrad entertain novel young lie sweet peopl tell second candi jane robert find realiti show lifestyl intens thought possibl someon share damag pictur jane lean madison solac madison turn wrong possibl worst one scarlett harp find explos affair kept els author lauren conrad star hill",1,0
22312,"tv","samsung recondit numberinch 1080p 120hz smart led tv wifiun46h6201","samsung smart led inch smartinch begin navig effortless samsung smart hub find favorit sport game discov new favorit person suggest s recommend",4,0
22322,"stick vacuum","hoover presto numbernumb cordless stick vacuum","clean hous easili hoover provid stick vacuum handheld vac one compact design hoover presto vacuum super conveni floor use recharg batteri allow cordfre oper stick vac easili convert handheld unit detail clean brush roll easili transit hard floor carpet head swivel clean effect around object quick releas button convert upright handheld cyclon design hepa filter catch dirt debri dirt cup easili releas board numberlb manufactur numberyear warranti model bh20090 import",4,0
22327,"dean guitar","dean vendetta guitar amp pack metal black number","get everyth need get go path true guitar great vendetta xmt electr guitar dean vendetta xmt solid choic beginn veteran alik also featur dual humbuck number solid mahogani bolt mapl neck rosewood black hardwar mnumber guitar amp dean mnumber guitar amp featur number watt control design give widest varieti tone practic check drop menu right select color option",2,1.2
22329,"queen comfort set","roxburi number piec queen comfort set bed","new classic updat space expans roxburi comfort featur jacquardwoven ground taup spici orang accent pop modern style",4,0
22330,"blendtec","blendtec total blender","make milk fresh juic blendtec total blender choos number speed achiev desir consist blendtec blender puls featur offer precis control blend number preprogram blend mode eas use power numberwatt directdr motor effortless knead blend ingredi crush ice numberspe blender stainlesssteel blade numberounc jar includ six preprogram blend number manual speed puls control enabl handl task blend fresh fruit smoothi make hot soup uniqu combin patent squar numberprong wingtip blade automat blend cycl work harmoni optim result patent squar blend jar design just like profession model use coffe shop restaur power commercialqu number numberpeak horsepow directdr motor can spin blade rpm recip cookbook instruct manual includ",4,0.471
22333,"wall clock","numbernumb round metal outdoor wall clock","round metal outdoor wall clock",4,0
22334,"car window sticker","cleveland brown nfl number","cleveland brown offici nfl car window cling decal wincraft show team pride everywher go ultra cling stick multipl surfac remov reusabl stick easili metal surfac paint includ wall versatil decal can use indoor outdoor will leav residu remov vibrant color crisp graphic innov print techniqu give decal sharp look measur x made usa",4,0
22336,"iphon number","sharp shirter lion tiger bear iphon number 5s case","dorothi run tough phone case creat fit iphon number 5s made hard plastic glossi finish",2,0.748
22339,"martial art headgear","centuri drive men grappl headgear black s","",4,0.471
22344,"punch bowl","goding number rose punch bowl","",4,0.433
22350,"power surg protector","fellow superior workstat numberoutlet surg protector","superior workstat surg protector fellow featur numberoutlet design numberfoot cord surg protector featur advanc engin highspe comput laser fax equip brand fellow color platinum protect electron damag surg increas avail outlet thermal safeti fuse catastroph fuse unit safe filter nois number number db numberoutlet design numberfoot cord cul list surg suppress number j weight number number pound materi plastic dimens number number inch high x number number inch wide x number number inch deep model number number",4,0.471
22351,"duck dynasti","hey listen jack duck dynasti lifeway exclus uncl si oop rare dvd","",4,0.943
22352,"polar heart rate monitor","polar ft1 heart rate monitor watch blue","easyus polar ft1 heart rate monitor featur larg display make track heart rate simpl work includ polar t31 code transmitt chest strap accur measur heart transmitt elimin interfer heart rate monitor watch offer averag maximum heart rate total exercis time heartratebas target zone help train right manual target zone let defin zone want suit train visual audibl alarm alert everi time heart rate exceed upper limit fall lower limit target zone heart touch function enabl buttonfre oper certain heart rate simpli bring watch close transmitt chest chang function watch featur includ time day number date weekday backlight polar ft1 heart rate monitor water resist 30m ft ",4,0
22356,"playstat number","ps3 super valu consol bundl choic number game","",2,0.943
22361,"hat rack","threshold windham coat rack","make organ easi stylish threshold windham coat rack handi coat stand perfect piec entryway clean line simpl silhouett number doubl coat hook can hold hat coat made sturdi solid wood fresh paint finish easili match varieti decor can tuck coat hat stand mudroom even bedroom conveni way organ coat number hook number frame materi hardwood wood finish paint dimens number number h x number number w x number number d weight number number lb",2,0.471
22362,"candl chandeli","imax harmoni chandeli candl wall sconc","add instant ambianc sparkl room imax harmoni chandeli candl wall sconc wallmount sconc look chandeli made intric scroll wrought iron frame black finish chandeli drip sparkl crystal bead candl base support four pillar candl wallmount sconc come strong mount hardwar imax now provid home garden accessori import twelv countri around hous squar foot distribut center addit product develop showroom facil india china make imax true global sourc theyr dedic provid product design meet need intric scroll wrought iron crystal accent decor indoor use wallmount candl power light fixtur requir four pillar candl dimens number 5w x number 5d x number 25h inch",4,0
22365,"boyfriend jean","success slide pleasur ","erotomaniac girl french film like tie boyfriend make love also like cover various unlik unguent make love one tie can return cover raw egg someon slip stab death pair scissor princip suspect kill",1,0
22368,"bedspread","madison park chantel numberpiec coverlet set","chantel uniqu quilt coverlet set pop paisley coverlet sham quilt white color background match yellow black make color excit coverlet set made polyest microfib soft touch easi care complet two decor pillow includ pintuck print detail love set avail king size option fit individu bed choos display tradit pattern solid color undersid revers coverlet chang look bedroom decor moment notic piec set machin washabl conveni",3,0.748
22371,"teenag mutant ninja turtl","number x teenag mutant ninja turtl tmnt action figur classic collect toy set","",4,0.471
22374,"galaxi note number","rug tri shield impact case protector samsung galaxi note number","trishield case design two type high qualiti materi impact absorb durabl uniqu rug design case provid eleg esthet look also full protect everyday impact bump rug look feel case provid excel grip hold ",2,0.471
22375,"laptop lenovo","lenovo thinkpad r40 number number","dont worri lose digit pen coil tether provid conveni method keep tablet pen togeth without compromis usag experi",4,0
22377,"rice cooker","panason sr42f2 numbercup silver rice cooker","",3,0.471
22382,"power surg protector","belkin numberoutlet surg protector number ft power cord bv112234number","belkin numberoutlet surg protector number ft power cord telephon protect surg suppressor number number kw number output",4,0
22383,"plantron cord headset","plantron number nois cancel pc cord headset numbernumb retail new","optim pc music call s lightweight number flexibl adjust noisecancel perfect skype internet call well listen video game ",4,0
22390,"seiko monster","new seiko srp309 monster japan automat orang dial diver 200m men watch","",4,0
22391,"blueski gel nail polish","bmc 6pc set gel lacquer nail art polish manicur collectioncolor basic","dont left crowd pick one number pc set gel nail polish c stuck like gelli collect give except amount varieti will get wrap new nail craze can choos two differ color set basic black navi neon orang glitter clear multicolor glitter dri lamp requir cure set dri time per coat number coat led number second uv number number minut result will vari per light system will need uv gel base uv top coat dri lamp use polish pleas see number piec starter kit collect name obtain need coat visit local beauti suppli store due differ monitor actual color may vari slight imag due differ monitor actual color may vari slight imag regist trademark remi collect llc exclus distribut bundl monster trademark protect us trademark law",4,0.471
22399,"notebook paper","versa notebook wide rule refil x number","refil paper versa notebook premium heavyweight paper provid luxuri write experi use side number lb paper minim bleed thru micro perfor provid clean edg sheet use binder wide rule accommod write style",4,0.433
22403,"long prom dress","daniella coutur women peach rhineston bodic numbershould gown","adorn rhinestone sequinbead gown daniella glisten night light fulllength dress singl shoulder construct also intric bead sequin",3,0.471
22405,"silicon toe separ","venosan venosoft numbernumb mmhg thigh silicon top close toe","",3,0.748
22408,"brett favr ny titan jersey blue","number playoff honor roll power blue auto brett favr number farv jersey","",2,0.471
22412,"kitchen rug","whole home number x number slice daisi kitchen rug"," whimsic word upbeat charm color palett delight daybrighten collect carv print accent rug will bring funfil flair environ versatil nonskid rug beauti easi maintain terrif high traffic area",4,0
22422,"electr griddl","proctor silex number nonstick electr griddl","electr grill proctor silex featur adjust heat set kitchen applianc offer nonstick cook surfac griddl remov drip tray cooltouch handl number squar inch easi use model number number",4,0
22423,"laptop lenovo","lenovo y50number 80ej number number","",4,0
22428,"electr griddl","proctor silex number electr griddl","proctor silex proctor silex compani proctor schwarz electr silex manufactur coffe maker merg result success way offer consum wide array applianc new known proctorsilex corpor mani first first silent first electr glass first cordattach first toaster first pop first adjust automat first snapapart line servic kitchen first see steam iron water tank number two powerhous applianc manufactur hamilton beach proctorsilex brought togeth nacco industri pair creat largest us manufactur small kitchen applianc proctorsilex product test proven qualiti applianc ever reach rigor test lab meet standard durabl readi home goal proctor silex new applianc meet expect come remov dishwash safe greas tray numbersquar inch nonstick cook surfac adjust heat cook need fulli immers cord remov design cool touch handl",4,0
22432,"wreck ralph","disney wreck ralph number number","stand approxim number qualiti vinyl box packag great new",4,0.471
22435,"lego star war","lego star war jedi interceptor play set","load anakin skywalk r2d2 lego star war jedi interceptor play set toy come complet open fold wing flap new dual springload shooter children will love pretend take star rescu palpatin clutch evil confeder includ anakin skywalk minifigur anakin come complet lightsab sidekick r2d2 includ within lego star war toy set number piec ensur children wont grow bore lego play set load fun item keep kid busi hour",4,0.471
22436,"cowboy boot","toddler girl princess cowboy boot pink","",4,0
22441,"storag ottoman","zebra storag ottoman","stylish zebra print storag ottoman design adapt decor practic room provid addit seat room ottoman offer larg amount style function conveni hidden storag space design easi open tight close fabric materi numberperc numberperc polyest fiber storag dimens number number inch long x number number inch wide x number number inch high finish wood dimens number number inch long x number number inch wide x number number inch high assembl requir",4,0
22442,"videogam ps4","littl big planet number digit download card playstat number full game ps4","",4,0
22450,"cross strap backpack"," laptop mono strap","",4,0.943
22454,"dollhous bathtub","lil cutesi twin bathtub","",4,0.471
22455,"basebal photo frame","basebal wood pictur frame","person basebal frame person sport pictur frame celebr win season say thank favorit basebal coach job well done person basebal pictur frame pictur basebal team favorit player sure look great sit insid person basebal pictur frame person basebal wooden pictur frame come three pleas choos person basebal frame includ easel back allow desk display engrav basebal gift includ free person basebal pictur frame two line custom messag",3,0.471
22459,"chocol mold","pet gear chocol pet ramp","give small age pet help boost carpet pet ramp blowmold plastic form sturdi chocolatefinish allow pet reach high furnitur rubber grip prevent carpet remov easi clean",1,0
22478,"infin scarf","silki chevron infin scarf","new lightweight chevron loop perfect accessori brighten outfit chevron print infin scarv bring simpl effortless style",4,0
22479,"candl lantern","smart solar san rafael ii mission solar pillar candl lantern","ambient light ideal deck garden eleg mission style lantern made weather poli seed glass effect sit can hung use integr hang loop lantern illumin number high perform ",4,0
22482,"flannel sheet","shavel home product micro flannel fun snow sheet set","shv1023",4,0
22484,"yoga mat","yoga sak pistachio green yoga backpack","welldesign ultrafunct yoga backpack space cell water bottl much ",2,0.748
22487,"rachel ray cookwar","rachael ray numberpiec bakewar set","get readi bake delici treat rachael ray numberpiec bakewar set featur five bake pan four popular size nonstick bakewar set includ one 10x15 cooki one 9x13 cake one 9x5 loaf pan two number round cake pan can use make sort prepar dish lasagna meatloaf set made durabl carbon steel formula resist warp extrawid grip handl design help move pan safe easili portion proceed sale rachael ray bakewar set goe support rachael ray nonprofit organ organ devot teach kid famili establish maintain healthi relationship food cook",3,0.748
22489,"flannel sheet","micro flannel numberpiec sheet set twin sheet set wedgewood","",4,0.471
22490,"ps2 control usb","appli hotsal game control gamepad usb adapt convert ps2 ps3 pc","",2,0.471
22491,"headphon earbud","philip ear headset black","philip she3595 ear headphon deliv dynam bass music microphon talk headphon manufactur ultra small ear design come number interchang rubber ear cap give optim fit ear block extern nois effici speaker give dynam bass precis sound sensit microphon allow easi control talk mobil phone number 2m long cabl ideal outdoor use rubber cabl relief enhanc durabl listen talk go",4,0.471
22495,"batman","batman greg capullo seri number batman action figur dc comic collect","",3,0.471
22497,"ipad number heavi duti case","number numberpiec iphon case bundl appl","numberpiec iphon case bundl compat includ red leather case kick stand white travel charger sync cabl",4,0.943
22501,"cocoa butter","palmer cocoa butter formula vitamin e number numberounc lotion","advanc moistur help soften protect dri skin enrich natur cocoa butter vitamin e smooth blend unattract mark",2,0.471
22503,"digit camera","ge red j1658w digit camera number megapixel 5x optic zoom","pack featur youv come expect j1658w rais bar wideangl imag lithiumion recharg batteri 720p hd video compact pointshoot camera afford smart come seamless togeth anoth featurepack ge",4,0
22504,"eye cream","lancom high resolut eye cream number oz refill3x number oz plus number oz lot","",4,0
22505,"pyrex","pyrex numberpiec easi grab bake store set","protect appl smartphon stylish speck spka0764 iphon number protect case featur color chic give smartphon styleforward look just littl haut coutur iphon number hardshel case ensur precious devic safe without ad extra bulk guard gentl impact everyday accid onepiec cover comold construct combin flexibl sleek skin durabl shell extrastrength wall rubberi edg add even rais bezel prevent damag screen devic upsid appl iphon number case featur press button cover cutout preserv devic function",4,0
22506,"batman","lego super hero batman manbat attack play set","nightw patrol gotham citi spot manbat plant dynamit lego super hero batman manbat attack play strap batman ultrafast fire power engin zoom help friend foil manbat attack citi nightw get lower batcopt work winch hook tow glider safeti lego super hero batman manbat attack play set includ nightw manbat minifigur assort weapon",3,0.471
22509,"barbi","barbi style summer pink paisley dress jacket","barbi doll bbffs barbi best friend forev take street style new height root eyelash hairstyl fab first time ever doll articul mean can wear glam high heel cute flat doll come pair layer fashion delux fabric awesom detail make fashion blogger dream come true includ fashion like jewelri complet barbi doll look mix match among barbi doll friend fashion creat flawless look just like real life strike excel fashion pose doll fulli articul number pose collect ultim style includ doll wear fashion plus addit pair shoe doll stand alon sold separ",4,0.471
22513,"coffe cup","chalkboard coffe cup vinyl wall art","",2,0.8
22514,"sunglass polar","aviat polar sunglass gunmet","frame color black len color gray frame materi metal len materi plastic len featur polar templ style hing templ protect qualiti uv protect facial fit one size fit dimens number number h x number number w x number number l hazard warn ",4,0
22518,"polaroid camera","polaroid id610blu number number megapixel weather digit camcord","weather digit camcord fog sand dirt snow proof ice proof waterproof 3m number preview screen compat card requir number aaa batteri blue",2,0.943
22527,"wireless mous","orang number 4ghz wireless optic game mous comput pc laptop usb receiv","",4,0.471
22531,"adida fraganc","men adida fresh impact adida eau de toilett spray number number oz","detail launch design hous adida year number nose behind fragranc harri fremont note lumin aroma lemon greeneri surround energet gentl sweet watermelon note pici mixtur nutmeg cold note fresh water mint note amber frozen musk fragranc classifi",4,1.414
22532,"bluetooth speaker","philip bluetooth wireless portabl speaker ","philip bluetooth wireless portabl versatil accessori can make handsfre phone call conveni wherev whenev need philip portabl speaker nfc also featur anticlip function distortionfre well built recharg batteri music playback anywher slim speaker employ simpl onetouch control nfcenabl smartphon bluetooth pair enjoy road trip good music use philip bluetooth wireless portabl speaker",2,0.471
22533,"adida fraganc","men move adida eau de toilett number oz","",4,0
22534,"road bicycl","cane creek flattop road bicycl brake lever pair bl2400k","",2,1
22547,"ray ban sunglass","ray ban sunglass rb number gunmet 58mm","new ray ban sunglass authent rb number gunmet polar aviat 58mm",4,0
22551,"cast iron skillet","lodg l8sk3 preseason castiron number numberinch new","",4,0
22552,"queen comfort set","xhilar textur comfort set","detail xhilar textur comfort set will make bed comfi cozi youll love combin textur color bed set can easili mix set decor instant make room look put togeth great look bed set includ number sham comfort fiber tumbl dri clean info import",3,0.471
22554,"patio tabl","floral blossom numberinch round dine ","combin outdoor element ceremoni abstract floral floral blossom numberinch round dine home style brought life construct cast aluminum powder coat charcoal finish center open accommod handsom ideal poolsid gather outdoor meal beauti open design prevent pool water dont wait rain evapor use adjust nylon glide make easi move one spot anoth versatil entertain",2,0.471
22558,"toaster oven","brand new brevill compact smart oven electr oven ","",4,0.471
22560,"dc shoe black","men dc shoe bridg","bridg low profil skate shoe featur metal lace eyelet featur vulcan rubber construct board feel sole outsol use abrasionresist sticki rubber",4,0
22563,"coffe cup","starbuck cafe verona coffe kcup keurig brewer"," number starbuck caff name romeo juliet one seduct coffe flavor fullbodi blend latin american pacif numberperc italian roast ad depth sweet messi grind clean brew occur insid kcup flavor residu left behind spoil next cup brand starbuck flavor cafe verona option number number kcup dimens number inch x number inch x number inch",2,1.166
22565,"bluray hobbit extend","hobbit unexpect journey bluray extend edit","",4,0.471
22572,"beat headphon","beat studio headphon mic","complet beat studio ear headphon even precis origin worldfam design deliv reengin sound alon adapt nois numberhour recharg remot talk control",4,0.471
22573,"bluetooth speaker","generic bluetooth wireless speaker mini portabl super bass iphon number samsung","",4,0
22578,"memori foam pillow","memori foam contour pillow ","memori foam pillow countour cradl neck head support help sleep comfort posit",4,0
22579,"vaniti fair bras","vaniti fair everyday print napkin number ct","detail packag quantiti number materi paper dimens number number l x number number w pattern solid napkin style dinner napkin",1,0.471
22580,"pot pan set","red pot pan kitchen cookwar utensil accessori toy set","",2,1.02
22583,"bike children","razor a3 kick scooter","origin kick scooter just got whole lot make even fun kid teen alik though itll never replac intern combust razor a3 will get child point point b much quicker foot requir just scoot one shoe process blast progeni will like attest razor a3 made aircraftgrad sturdi materi hold use abus year razor combin tradit aluminum number recent includ springless shockabsorb system make bumpi pavement feel smoother ever new wheeli bar guarante extra dollop fun add detail number mm urethan abecnumb highspe patent rear fender brake patent fold mechan great kick scooter virtual situat version razor support number pound recommend age number older",2,0.471
22586,"werewolf costum","werewolf child halloween costum","werewolf child costum wonder choic scariest holiday year kid sure scare neighbor wear purchas item includ werewolf print muscl pair pant mask layer fur attach made garment durabl also super comfort wear simpli hand wash cold hang dri costum meant fit young children chart avail size werewolf halloween costum will hit halloween",4,0
22587,"high heel shoe","women peep toe high heel cutout boot lace pump faux leather pad shoe white size number","peep toe high heel delici shoe product featur number heel sophist sexi design back zipper easi slip lace front cut upper pad insol comfort non skid rubber outsol peep toe",4,0
22597,"rubbermaid turntabl","rubbermaid numberrdwht twin turntabl","",4,0
22598,"blue mini fridg","keyston number number cu ft compact refriger blue","",3,0.894
22599,"ray ban sunglass","rayban unisex shini havana squar sunglass","fashion rayban sunglass featur brown gradient lens squar frame italian craftsmanship uv stylish shade perfect accessori wardrob",4,0
22602,"kitchenaid mixer","kitchenaid ultra power number number qt stand mixer ksm95","kitchenaid first sold home mixer number sinc kitchenaid stand mixer becom easier home chef store reput sturdi construct reliabl perform chang ultra power mixer number numberqt boast number watt power mix doubl batch kitchenaid stand mixer accessori hub accept varieti attach simplifi mani common kitchen chore like veget food grind even make fresh pasta homemad ice cream",4,0
22605,"samsonit","rockland luggag numberpiec ab hardsid spin luggag set","travel style function attract rockland luggag threepiec ab hardsid spin luggag set polycarbon construct offer extrem durabl protect belong rigid ab materi absorb impact pressur back origin shape without caus perman damag deform case threepiec luggag set featur fulli line interior compart ampl pack space cloth travel necess interior mesh zipper pocket larg elast pocket offer complet organ smaller accessori attach tie strap secur hold content place expand design hardsid luggag set allow maximum pack capac intern chrome pushbutton handl system pad grip provid ad conveni comfort rockland luggag threepiec ab hardsid spin luggag set also equip eight multidirect spinner wheel rotat number degre glide smooth across floor easi maneuver ad stabil upright posit",2,0.943
22611,"tablet accessori","accessori bundl samsung galaxi tab number number tablet","slim doubl fold folio case offer secur protect tablet ad rang versatil option smart holder design hold stylus soft inner liner protect corner help safeguard tablet scratch damag folio case offer ideal way protect tablet wherev go",4,0
22612,"white dress","rabbit rabbit rabbit design women lace doubl vneck midi sheath dress","add eleg lace wardrob breathtak white sheath dress elbow length sleev flaunt gorgeous lace detail flatter vneck complet look romant dress featur empir waist slim flatter frame fulli line ad comfort wear ideal special missyfit pullov dress perfect wed import date want make big impress everyon see ",4,0.49
22614,"sweater dress","women luci pari kim asymmetr stripe sweater dress","",4,0
22618,"three wheel bike","quadrabyk number number kid adjust bicycl"," number excit new play bike kid age numbernumb versatil three bike one quick adapt four wheel mini quad bike trike tot first two wheel bicycl bike featur high effici band brake wide punctur proof rubber wheel extra stabil uniqu axl system allow parent quick chang wheel toy number number number wheel",4,0.471
22619,"eye cream","cliniqu repairwear laser focus wrinkl correct eye cream number oz 15ml","",4,0
22620,"ps3 wireless control","playstat move motion navig number","",3,0.471
22625,"tupperwar water bottl lime","outdoor product 1l cyclon water lime","outdoor product 1l cyclon water bottl handi way stay hydrat your camp hike easyread measur let know much water left use mix wide open allow easi drink sipper includ well tether keep cap attach lime outdoor product water bottl never get lost",3,0.471
22627,"duck dynasti","duck dynasti brown camo hat adjust hat","duck dynasti brown camo hat adjust hat allow show support beard favorit realiti tv show duck dynasti offici licens hat perfect hunt casual wear brand duck dynasti support favorit realiti tv show style hunt casual materi polyest one size fit low profil unstructur hat precurv sandwich visor tuck strap closur stack fray patch flat stitch embroideri heavili wash fray look woven loop label back strap",4,0.471
22633,"decor pillow","hottsi dottsi pillow "," number three pack decor pillow sure make littl one nurseri warm cozi set featur one polka one one green pillow",3,0.471
22635,"gold dress","women star trek starfleet uniform delux dress costum","beam women star trek starfleet uniform delux dress costum world star trek uniform includ women longsleev dress trademark starfleet logo front star trek costum made polyest choos blue red age number ",3,0.471
